"legislator_id_number","party","state","year","ideology_score"
13138,"Republican","NH",1998,0.451
13145,"Democrat","NH",1998,-0.595
13162,"Democrat","NH",1998,-0.568
13164,"Republican","NH",1998,0.452
13165,"Republican","NH",1998,0.431
13176,"Republican","NH",1998,0.545
13179,"Democrat","NH",1998,-0.731
13183,"Republican","NH",1998,0.343
13185,"Republican","NH",1998,0.568
13187,"Republican","NH",1998,0.651
13194,"Republican","NH",1998,0.621
13203,"Republican","NH",1998,0.016
13204,"Republican","NH",1998,0.26
13211,"Republican","NH",1998,0.506
13216,"Republican","NH",1998,0.266
13219,"Republican","NH",1998,0.326
13222,"Democrat","NH",1998,-0.321
13223,"Republican","NH",1998,0.538
13226,"Democrat","NH",1998,-0.959
13232,"Democrat","NH",1998,-0.953
13235,"Democrat","NH",1998,-0.33
13240,"Republican","NH",1998,0.975
13242,"Democrat","NH",1998,-0.593
13243,"Republican","NH",1998,0.573
13245,"Republican","NH",1998,1.057
13249,"Democrat","NH",1998,-0.313
13253,"Democrat","NH",1998,-1.228
13255,"Democrat","NH",1998,-0.873
13257,"Democrat","NH",1998,-1.148
13258,"Democrat","NH",1998,-1.468
13277,"Republican","NH",1998,0.522
13278,"Democrat","NH",1998,-1.276
13286,"Republican","NH",1998,1.054
13293,"Republican","NH",1998,0.62
13294,"Democrat","NH",1998,-1.076
13299,"Republican","NH",1998,0.791
13300,"Republican","NH",1998,0.718
13309,"Republican","NH",1998,0.405
13312,"Republican","NH",1998,0.692
13313,"Democrat","NH",1998,-1.045
13320,"Republican","NH",1998,-0.054
13324,"Democrat","NH",1998,-1.356
13330,"Democrat","NH",1998,-1.157
13334,"Republican","NH",1998,0.606
13347,"Republican","NH",1998,0.384
13353,"Republican","NH",1998,0.983
13355,"Democrat","NH",1998,-1.179
13372,"Republican","NJ",1998,-0.035
13373,"Republican","NJ",1998,-0.115
13374,"Republican","NJ",1998,-0.026
13376,"Republican","NJ",1998,-0.092
13378,"Republican","NJ",1998,0.018
13381,"Democrat","NJ",1998,-0.915
13384,"Republican","NJ",1998,0.075
13389,"Republican","NJ",1998,0.066
13390,"Republican","NJ",1998,-0.034
13391,"Republican","NJ",1998,0.056
13400,"Democrat","NJ",1998,-0.954
13404,"Democrat","NJ",1998,-1.178
13407,"Republican","NJ",1998,0.317
13410,"Democrat","NJ",1998,-1.184
13411,"Republican","NJ",1998,0.056
13419,"Democrat","NJ",1998,-1.262
13420,"Republican","NJ",1998,-0.008
13421,"Democrat","NJ",1998,-0.951
13423,"Democrat","NJ",1998,-0.927
13424,"Republican","NJ",1998,0.037
13429,"Republican","NJ",1998,0.031
13430,"Republican","NJ",1998,-0.025
13435,"Republican","NJ",1998,0.205
13436,"Democrat","NJ",1998,-1.008
13444,"Republican","NJ",1998,0.182
13451,"Republican","NJ",1998,0.043
13454,"Democrat","NJ",1998,-0.952
13462,"Republican","NJ",1998,0.182
13463,"Republican","NJ",1998,-0.167
13464,"Republican","NJ",1998,-0.064
13468,"Democrat","NJ",1998,-1.129
13472,"Democrat","NJ",1998,-1.058
13473,"Republican","NJ",1998,0.316
13474,"Republican","NJ",1998,-0.091
13476,"Republican","NJ",1998,-0.065
13477,"Democrat","NJ",1998,-1.198
13483,"Democrat","NJ",1998,-0.91
13485,"Democrat","NJ",1998,-0.927
13486,"Republican","NJ",1998,0.26
13488,"Democrat","NJ",1998,-1.1
13492,"Republican","NJ",1998,-0.067
13494,"Republican","NJ",1998,0.049
13495,"Democrat","NJ",1998,-0.938
13501,"Democrat","NJ",1998,-1.175
13507,"Republican","NJ",1998,-0.023
13510,"Republican","NJ",1998,0.069
13514,"Republican","NJ",1998,0.054
13516,"Republican","NJ",1998,-0.016
13521,"Republican","NJ",1998,0.043
13526,"Republican","NJ",1998,-0.093
13538,"Republican","NJ",1998,0.463
13540,"Republican","NJ",1998,-0.024
13547,"Republican","NJ",1998,0.095
13548,"Republican","NJ",1998,0.201
13553,"Republican","NJ",1998,0.085
13559,"Democrat","NJ",1998,-1.151
13566,"Democrat","NJ",1998,-1.102
13567,"Democrat","NJ",1998,-0.932
13569,"Democrat","NJ",1998,-0.93
13576,"Democrat","NJ",1998,-0.97
13582,"Democrat","NJ",1998,-0.953
13583,"Republican","NJ",1998,0.024
13588,"Republican","NJ",1998,0.087
13606,"Democrat","NJ",1998,-0.919
13608,"Republican","NJ",1998,-0.057
13612,"Democrat","NJ",1998,-1.152
13613,"Democrat","NJ",1998,-1.003
13615,"Republican","NJ",1998,-0.055
13616,"Democrat","NJ",1998,-1.111
13619,"Republican","NJ",1998,0.224
13620,"Republican","NJ",1998,-0.023
13623,"Democrat","NJ",1998,-1.124
13628,"Republican","NJ",1998,0.015
13634,"Democrat","NJ",1998,-1.19
13636,"Democrat","NJ",1998,-1.235
13637,"Republican","NJ",1998,0.175
13642,"Democrat","NJ",1998,-1.028
13643,"Republican","NJ",1998,0.013
13644,"Republican","NJ",1998,0.06
13646,"Republican","NJ",1998,-0.013
13647,"Democrat","NJ",1998,-1.195
13648,"Democrat","NM",1998,-1.17
13652,"Republican","NM",1998,1.537
13670,"Republican","NM",1998,2.217
13677,"Republican","NM",1998,1.304
13684,"Republican","NM",1998,0.612
13689,"Democrat","NM",1998,-1.472
13693,"Democrat","NM",1998,-0.667
13698,"Democrat","NM",1998,-1.219
13701,"Democrat","NM",1998,-0.722
13705,"Republican","NM",1998,1.326
13706,"Republican","NM",1998,1.959
13725,"Democrat","NM",1998,-1.148
13731,"Democrat","NM",1998,-0.875
13733,"Democrat","NM",1998,-1.672
13736,"Republican","NM",1998,0.862
13738,"Democrat","NM",1998,-0.607
13739,"Democrat","NM",1998,-0.055
13741,"Democrat","NM",1998,-1.109
13749,"Republican","NM",1998,0.99
13759,"Democrat","NM",1998,-0.386
13762,"Republican","NM",1998,1.274
13772,"Republican","NM",1998,1.472
13777,"Democrat","NM",1998,-0.931
13780,"Republican","NM",1998,0.887
13781,"Republican","NM",1998,0.398
13784,"Republican","NM",1998,0.981
13792,"Democrat","NM",1998,-0.945
13793,"Democrat","NM",1998,-1.383
13794,"Democrat","NM",1998,-1.05
13796,"Republican","NM",1998,1.508
13799,"Republican","NM",1998,1.852
13800,"Democrat","NM",1998,-1.09
13803,"Republican","NM",1998,1.223
13805,"Republican","NM",1998,1.01
13815,"Democrat","NM",1998,-0.539
13817,"Democrat","NM",1998,-1.354
13826,"Republican","NM",1998,1.291
13831,"Democrat","NM",1998,-1.232
13837,"Republican","NM",1998,1.265
13841,"Republican","NM",1998,1.548
13842,"Democrat","NM",1998,-1.178
13846,"Democrat","NM",1998,-1.299
13851,"Republican","NM",1998,-0.921
13861,"Democrat","NM",1998,-0.948
13862,"Republican","NM",1998,1.517
13866,"Democrat","NM",1998,-0.893
13872,"Republican","NM",1998,1.245
13875,"Republican","NM",1998,-0.408
13876,"Democrat","NM",1998,-0.799
13877,"Democrat","NM",1998,-0.969
13884,"Democrat","NM",1998,-0.856
13885,"Democrat","NM",1998,-0.116
13886,"Democrat","NM",1998,-1.182
13891,"Democrat","NM",1998,-0.951
13896,"Democrat","NM",1998,-1.231
13899,"Democrat","NM",1998,0.178
13900,"Democrat","NM",1998,-1.373
13904,"Democrat","NM",1998,-0.489
13905,"Democrat","NM",1998,-0.687
13911,"Republican","NM",1998,0.494
13916,"Democrat","NM",1998,-0.95
13921,"Democrat","NM",1998,-1.071
13922,"Republican","NM",1998,0.66
13926,"Democrat","NM",1998,-0.78
13927,"Republican","NM",1998,0.334
13929,"Democrat","NM",1998,-0.657
13930,"Republican","NM",1998,1.145
13931,"Democrat","NM",1998,-0.295
13935,"Republican","NM",1998,0.212
13942,"Democrat","NM",1998,-0.591
13949,"Republican","NV",1998,0.337
13950,"Democrat","NV",1998,-0.585
13955,"Democrat","NV",1998,-0.595
13958,"Democrat","NV",1998,-0.88
13962,"Republican","NV",1998,0.292
13964,"Republican","NV",1998,0.481
13969,"Democrat","NV",1998,-0.602
13973,"Republican","NV",1998,0.465
13975,"Republican","NV",1998,0.846
13976,"Democrat","NV",1998,-0.473
13979,"Republican","NV",1998,0.098
13983,"Democrat","NV",1998,-0.28
13987,"Democrat","NV",1998,-0.318
13990,"Democrat","NV",1998,-0.177
13995,"Republican","NV",1998,0.296
13996,"Democrat","NV",1998,-0.813
14000,"Democrat","NV",1998,-0.77
14006,"Democrat","NV",1998,-0.999
14009,"Democrat","NV",1998,-0.738
14012,"Republican","NV",1998,1.373
14022,"Democrat","NV",1998,-0.68
14023,"Republican","NV",1998,0.708
14024,"Republican","NV",1998,0.56
14029,"Republican","NV",1998,0.333
14040,"Democrat","NV",1998,-0.759
14041,"Democrat","NV",1998,-0.357
14042,"Republican","NV",1998,0.375
14043,"Democrat","NV",1998,-0.264
14047,"Democrat","NV",1998,-0.523
14049,"Republican","NV",1998,0.619
14056,"Democrat","NV",1998,-0.434
14060,"Democrat","NV",1998,-0.347
14061,"Republican","NV",1998,0.404
14065,"Democrat","NV",1998,-0.498
14068,"Democrat","NV",1998,-0.545
14070,"Democrat","NV",1998,-0.739
14073,"Democrat","NV",1998,-0.359
14079,"Republican","NV",1998,0.433
14082,"Democrat","NV",1998,-0.498
14098,"Republican","NV",1998,0.592
14102,"Republican","NV",1998,0.733
14107,"Democrat","NV",1998,-0.518
14113,"Democrat","NY",1998,-1.428
14115,"Republican","NY",1998,-0.217
14120,"Republican","NY",1998,-0.512
14122,"Republican","NY",1998,-0.007
14124,"Democrat","NY",1998,-1.56
14126,"Democrat","NY",1998,-1.664
14130,"Republican","NY",1998,0.092
14131,"Republican","NY",1998,-0.417
14135,"Republican","NY",1998,-0.047
14138,"Democrat","NY",1998,-1.447
14139,"Republican","NY",1998,-0.33
14144,"Republican","NY",1998,-0.097
14146,"Democrat","NY",1998,-1.724
14147,"Republican","NY",1998,-0.32
14149,"Democrat","NY",1998,-1.073
14151,"Democrat","NY",1998,-1.323
14154,"Democrat","NY",1998,-1.621
14157,"Republican","NY",1998,-0.123
14163,"Democrat","NY",1998,-1.037
14164,"Republican","NY",1998,-0.1
14166,"Republican","NY",1998,-0.135
14168,"Democrat","NY",1998,-1.371
14170,"Democrat","NY",1998,-0.88
14171,"Republican","NY",1998,-0.176
14175,"Democrat","NY",1998,-0.717
14176,"Democrat","NY",1998,-1.569
14180,"Democrat","NY",1998,-0.9
14181,"Democrat","NY",1998,-1.588
14182,"Democrat","NY",1998,-1.037
14184,"Republican","NY",1998,-0.346
14185,"Democrat","NY",1998,-1.681
14191,"Republican","NY",1998,-0.101
14192,"Democrat","NY",1998,-1.301
14197,"Republican","NY",1998,0.136
14201,"Democrat","NY",1998,-1.758
14205,"Democrat","NY",1998,-1.747
14206,"Democrat","NY",1998,-0.694
14208,"Democrat","NY",1998,-1.84
14212,"Democrat","NY",1998,-1.69
14213,"Republican","NY",1998,-0.188
14214,"Democrat","NY",1998,-1.783
14217,"Republican","NY",1998,-0.068
14222,"Democrat","NY",1998,-0.979
14227,"Democrat","NY",1998,-1.81
14229,"Democrat","NY",1998,-1.683
14232,"Democrat","NY",1998,-1.681
14233,"Republican","NY",1998,0.015
14235,"Democrat","NY",1998,-1.733
14236,"Republican","NY",1998,-0.421
14237,"Republican","NY",1998,-0.181
14241,"Republican","NY",1998,-0.077
14247,"Democrat","NY",1998,-0.91
14250,"Democrat","NY",1998,-1.032
14252,"Democrat","NY",1998,-1.403
14259,"Democrat","NY",1998,-2.641
14269,"Democrat","NY",1998,-1.491
14271,"Democrat","NY",1998,-1.638
14272,"Democrat","NY",1998,-1.805
14273,"Democrat","NY",1998,-1.748
14274,"Democrat","NY",1998,-1.555
14278,"Democrat","NY",1998,-0.825
14279,"Republican","NY",1998,-0.149
14280,"Democrat","NY",1998,-0.601
14285,"Democrat","NY",1998,-1.015
14291,"Republican","NY",1998,-0.262
14295,"Democrat","NY",1998,-1.182
14296,"Democrat","NY",1998,-1.645
14299,"Democrat","NY",1998,-1.095
14305,"Democrat","NY",1998,-1.213
14309,"Democrat","NY",1998,-1.811
14312,"Democrat","NY",1998,-1.132
14314,"Republican","NY",1998,-0.07
14320,"Democrat","NY",1998,-1.737
14322,"Democrat","NY",1998,-1.22
14324,"Democrat","NY",1998,-0.851
14329,"Republican","NY",1998,-0.246
14330,"Democrat","NY",1998,-1.148
14332,"Democrat","NY",1998,-0.741
14337,"Republican","NY",1998,-0.236
14340,"Democrat","NY",1998,-1.6
14352,"Democrat","NY",1998,-1.453
14360,"Republican","NY",1998,0.051
14361,"Democrat","NY",1998,-1.452
14366,"Democrat","NY",1998,-1.327
14367,"Democrat","NY",1998,-0.611
14369,"Republican","NY",1998,0.011
14374,"Republican","NY",1998,-0.17
14381,"Democrat","NY",1998,-0.878
14383,"Democrat","NY",1998,-1.602
14385,"Democrat","NY",1998,-0.615
14390,"Democrat","NY",1998,-1.599
14391,"Republican","NY",1998,-0.005
14393,"Democrat","NY",1998,-1.97
14395,"Democrat","NY",1998,-1.547
14401,"Republican","NY",1998,-0.262
14404,"Democrat","NY",1998,-1.762
14413,"Democrat","NY",1998,-1.258
14420,"Republican","NY",1998,-0.025
14422,"Democrat","NY",1998,-1.655
14423,"Democrat","NY",1998,-1.84
14424,"Republican","NY",1998,-0.091
14430,"Republican","NY",1998,-0.062
14431,"Republican","NY",1998,-0.454
14432,"Republican","NY",1998,-0.008
14435,"Democrat","NY",1998,-1.604
14436,"Republican","NY",1998,-0.194
14442,"Democrat","NY",1998,-0.51
14448,"Democrat","NY",1998,-1.669
14449,"Democrat","NY",1998,-1.288
14451,"Democrat","NY",1998,-0.845
14452,"Democrat","NY",1998,-1.502
14455,"Republican","NY",1998,-0.153
14459,"Democrat","NY",1998,-1.535
14465,"Democrat","NY",1998,-1.524
14469,"Republican","NY",1998,-0.45
14472,"Republican","NY",1998,0.089
14475,"Democrat","NY",1998,-1.545
14479,"Democrat","NY",1998,-0.808
14494,"Democrat","NY",1998,-1.805
14501,"Democrat","NY",1998,-1.712
14503,"Democrat","NY",1998,-0.501
14508,"Republican","NY",1998,-0.053
14512,"Democrat","NY",1998,-0.978
14517,"Democrat","NY",1998,-0.993
14518,"Democrat","NY",1998,-1.617
14526,"Democrat","NY",1998,-0.709
14531,"Republican","NY",1998,-0.531
14541,"Republican","NY",1998,-0.266
14546,"Republican","NY",1998,-0.285
14547,"Democrat","NY",1998,-1.665
14549,"Democrat","NY",1998,-2.127
14550,"Republican","NY",1998,0.039
14552,"Democrat","NY",1998,-1.142
14553,"Republican","NY",1998,-0.296
14555,"Republican","NY",1998,-0.354
14563,"Democrat","NY",1998,-1.053
14565,"Democrat","NY",1998,-1.137
14566,"Democrat","NY",1998,-1.234
14567,"Democrat","NY",1998,-1.657
14568,"Republican","NY",1998,-0.189
14573,"Democrat","NY",1998,-1.822
14575,"Democrat","NY",1998,-0.849
14580,"Republican","NY",1998,0.005
14581,"Democrat","NY",1998,-2.717
14582,"Democrat","NY",1998,-1.284
14583,"Democrat","NY",1998,-1.712
14585,"Republican","NY",1998,-0.073
14586,"Republican","NY",1998,0.172
14587,"Republican","NY",1998,-0.048
14588,"Democrat","NY",1998,-1.748
14599,"Republican","OH",1998,1.152
14615,"Republican","OH",1998,0.949
14616,"Republican","OH",1998,0.545
14618,"Democrat","OH",1998,-0.894
14623,"Democrat","OH",1998,-0.631
14624,"Republican","OH",1998,0.326
14632,"Democrat","OH",1998,-0.662
14638,"Democrat","OH",1998,-0.813
14639,"Republican","OH",1998,0.436
14640,"Democrat","OH",1998,-0.742
14644,"Democrat","OH",1998,-0.806
14648,"Republican","OH",1998,1.181
14658,"Republican","OH",1998,0.637
14662,"Republican","OH",1998,0.859
14667,"Republican","OH",1998,1.004
14674,"Republican","OH",1998,0.747
14680,"Democrat","OH",1998,-0.171
14683,"Republican","OH",1998,0.521
14684,"Republican","OH",1998,0.582
14686,"Republican","OH",1998,0.803
14689,"Republican","OH",1998,0.808
14692,"Republican","OH",1998,0.527
14725,"Democrat","OH",1998,-0.869
14726,"Republican","OH",1998,0.207
14730,"Republican","OH",1998,0.406
14731,"Republican","OH",1998,0.777
14737,"Democrat","OH",1998,-0.728
14747,"Republican","OH",1998,0.989
14755,"Republican","OH",1998,0.595
14758,"Republican","OH",1998,0.836
14760,"Democrat","OH",1998,-1.063
14764,"Democrat","OH",1998,-0.601
14774,"Republican","OH",1998,1.212
14777,"Republican","OH",1998,0.611
14780,"Republican","OH",1998,0.839
14781,"Republican","OH",1998,0.891
14786,"Republican","OH",1998,0.695
14787,"Democrat","OH",1998,-0.49
14788,"Democrat","OH",1998,-0.512
14789,"Republican","OH",1998,0.56
14795,"Democrat","OH",1998,-0.793
14797,"Republican","OH",1998,0.808
14799,"Republican","OH",1998,0.803
14806,"Republican","OH",1998,0.748
14807,"Democrat","OH",1998,-0.232
14817,"Republican","OH",1998,0.506
14821,"Democrat","OH",1998,-0.745
14822,"Democrat","OH",1998,-0.303
14824,"Democrat","OH",1998,-0.512
14826,"Democrat","OH",1998,0.109
14831,"Democrat","OH",1998,-0.249
14833,"Democrat","OH",1998,-0.931
14839,"Republican","OH",1998,0.53
14846,"Republican","OH",1998,0.53
14848,"Democrat","OH",1998,-0.449
14849,"Republican","OH",1998,0.607
14852,"Democrat","OH",1998,-0.893
14859,"Democrat","OH",1998,-0.141
14860,"Republican","OH",1998,0.35
14863,"Republican","OH",1998,0.676
14866,"Republican","OH",1998,1.022
14870,"Republican","OH",1998,0.526
14876,"Democrat","OH",1998,-0.425
14878,"Republican","OH",1998,0.595
14880,"Democrat","OH",1998,-0.54
14883,"Republican","OH",1998,0.555
14892,"Republican","OH",1998,0.416
14897,"Democrat","OH",1998,-0.919
14899,"Democrat","OH",1998,-0.348
14909,"Republican","OH",1998,0.35
14914,"Democrat","OH",1998,-0.796
14917,"Republican","OH",1998,0.48
14923,"Republican","OH",1998,0.335
14925,"Democrat","OH",1998,-0.048
14936,"Republican","OH",1998,0.607
14938,"Republican","OH",1998,0.784
14940,"Republican","OH",1998,0.623
14963,"Republican","OH",1998,0.534
14975,"Democrat","OH",1998,-1.164
14978,"Democrat","OH",1998,-0.609
14983,"Democrat","OH",1998,-1.319
14984,"Republican","OH",1998,0.649
14987,"Republican","OH",1998,0.583
14988,"Republican","OH",1998,0.527
14989,"Republican","OH",1998,0.535
14992,"Republican","OH",1998,0.789
14998,"Republican","OH",1998,0.601
14999,"Democrat","OH",1998,-0.189
15000,"Republican","OH",1998,0.445
15002,"Republican","OH",1998,1.054
15008,"Democrat","OH",1998,-0.256
15009,"Democrat","OH",1998,-0.633
15017,"Republican","OH",1998,0.722
15019,"Democrat","OH",1998,-0.315
15022,"Republican","OH",1998,0.498
15023,"Republican","OH",1998,1.002
15028,"Republican","OH",1998,0.744
15033,"Democrat","OK",1998,-0.273
15035,"Republican","OK",1998,1.057
15041,"Democrat","OK",1998,-0.136
15049,"Democrat","OK",1998,-0.094
15050,"Democrat","OK",1998,-0.076
15054,"Democrat","OK",1998,-0.42
15055,"Democrat","OK",1998,-0.288
15060,"Democrat","OK",1998,-0.337
15063,"Democrat","OK",1998,-0.088
15065,"Democrat","OK",1998,-0.038
15066,"Democrat","OK",1998,-0.302
15067,"Democrat","OK",1998,-0.091
15079,"Republican","OK",1998,0.846
15089,"Republican","OK",1998,0.959
15093,"Republican","OK",1998,1.095
15099,"Republican","OK",1998,1.424
15100,"Democrat","OK",1998,-0.63
15106,"Democrat","OK",1998,-0.161
15107,"Democrat","OK",1998,-0.142
15113,"Democrat","OK",1998,0.047
15115,"Republican","OK",1998,1.495
15118,"Republican","OK",1998,1.236
15122,"Democrat","OK",1998,-0.142
15128,"Democrat","OK",1998,-0.003
15131,"Democrat","OK",1998,0.007
15134,"Democrat","OK",1998,-0.173
15139,"Republican","OK",1998,0.282
15140,"Democrat","OK",1998,-0.225
15144,"Republican","OK",1998,0.864
15145,"Democrat","OK",1998,-0.161
15153,"Democrat","OK",1998,-0.298
15156,"Democrat","OK",1998,-0.556
15158,"Democrat","OK",1998,0.003
15160,"Republican","OK",1998,1.926
15161,"Democrat","OK",1998,0.508
15162,"Republican","OK",1998,1.388
15166,"Democrat","OK",1998,-0.049
15169,"Democrat","OK",1998,0.264
15175,"Republican","OK",1998,0.863
15176,"Democrat","OK",1998,-0.034
15183,"Republican","OK",1998,1.065
15184,"Democrat","OK",1998,-0.015
15193,"Democrat","OK",1998,-0.361
15195,"Republican","OK",1998,0.756
15211,"Republican","OK",1998,1.215
15213,"Democrat","OK",1998,-0.149
15214,"Democrat","OK",1998,-0.129
15216,"Republican","OK",1998,0.757
15220,"Democrat","OK",1998,0.136
15226,"Democrat","OK",1998,0.006
15229,"Democrat","OK",1998,-0.478
15230,"Republican","OK",1998,1.296
15238,"Republican","OK",1998,0.84
15243,"Democrat","OK",1998,-0.362
15244,"Democrat","OK",1998,-0.15
15250,"Democrat","OK",1998,-0.113
15262,"Republican","OK",1998,0.982
15265,"Democrat","OK",1998,0.248
15269,"Republican","OK",1998,1.125
15281,"Republican","OK",1998,1.088
15285,"Republican","OK",1998,1.144
15288,"Democrat","OK",1998,0.021
15291,"Democrat","OK",1998,0.254
15293,"Republican","OK",1998,1.065
15298,"Republican","OK",1998,1.07
15299,"Republican","OK",1998,0.961
15303,"Democrat","OK",1998,-0.227
15304,"Democrat","OK",1998,0.271
15305,"Republican","OK",1998,1.364
15312,"Republican","OK",1998,1.351
15313,"Republican","OK",1998,1.116
15318,"Democrat","OK",1998,-0.126
15324,"Democrat","OK",1998,0.274
15327,"Democrat","OK",1998,0.073
15332,"Democrat","OK",1998,-0.411
15338,"Democrat","OK",1998,0.041
15340,"Democrat","OK",1998,-0.385
15345,"Democrat","OK",1998,0.314
15347,"Democrat","OK",1998,-0.334
15363,"Democrat","OK",1998,-0.027
15364,"Republican","OK",1998,1.374
15368,"Democrat","OK",1998,-0.208
15371,"Democrat","OK",1998,-0.101
15373,"Democrat","OK",1998,0.112
15376,"Democrat","OK",1998,-0.167
15380,"Republican","OK",1998,1.058
15381,"Republican","OK",1998,1.375
15385,"Democrat","OK",1998,-0.018
15387,"Democrat","OK",1998,-0.387
15390,"Republican","OK",1998,0.86
15392,"Democrat","OK",1998,-0.677
15395,"Democrat","OK",1998,-0.279
15397,"Democrat","OK",1998,-0.055
15399,"Republican","OK",1998,1.295
15401,"Democrat","OK",1998,0.026
15405,"Democrat","OK",1998,0.158
15406,"Republican","OK",1998,1.257
15408,"Republican","OK",1998,1.868
15409,"Democrat","OK",1998,-0.346
15419,"Republican","OK",1998,1.142
15422,"Republican","OK",1998,1.298
15431,"Republican","OR",1998,0.136
15441,"Democrat","OR",1998,-1.23
15445,"Democrat","OR",1998,-0.608
15447,"Republican","OR",1998,1.037
15451,"Democrat","OR",1998,-1.804
15452,"Republican","OR",1998,0.231
15464,"Republican","OR",1998,-0.138
15465,"Democrat","OR",1998,-1.162
15470,"Democrat","OR",1998,-0.54
15471,"Democrat","OR",1998,-0.554
15475,"Democrat","OR",1998,-0.66
15478,"Democrat","OR",1998,-0.502
15485,"Democrat","OR",1998,-0.485
15486,"Democrat","OR",1998,-1.123
15488,"Democrat","OR",1998,-0.605
15497,"Democrat","OR",1998,-1.104
15514,"Republican","OR",1998,0.731
15518,"Republican","OR",1998,0.121
15523,"Democrat","OR",1998,-0.487
15526,"Republican","OR",1998,0.247
15527,"Democrat","OR",1998,-0.642
15528,"Republican","OR",1998,0.592
15529,"Democrat","OR",1998,-0.432
15541,"Republican","OR",1998,0.975
15543,"Democrat","OR",1998,-0.717
15545,"Republican","OR",1998,0.786
15547,"Republican","OR",1998,0.523
15549,"Republican","OR",1998,0.498
15550,"Republican","OR",1998,0.196
15555,"Republican","OR",1998,0.7
15559,"Republican","OR",1998,0.514
15562,"Republican","OR",1998,1.283
15563,"Republican","OR",1998,0.563
15567,"Republican","OR",1998,0.339
15575,"Republican","OR",1998,0.781
15578,"Democrat","OR",1998,-1.233
15579,"Democrat","OR",1998,-1.43
15581,"Democrat","OR",1998,-1.277
15583,"Republican","OR",1998,0.298
15587,"Democrat","OR",1998,-0.101
15590,"Democrat","OR",1998,-1.143
15592,"Democrat","OR",1998,-0.358
15595,"Republican","OR",1998,0.017
15596,"Democrat","OR",1998,-0.351
15598,"Republican","OR",1998,0.66
15603,"Republican","OR",1998,0.555
15604,"Democrat","OR",1998,-0.167
15606,"Republican","OR",1998,0.329
15609,"Republican","OR",1998,0.182
15611,"Republican","OR",1998,1.089
15613,"Democrat","OR",1998,-1.027
15617,"Democrat","OR",1998,-0.477
15621,"Democrat","OR",1998,-1.042
15622,"Republican","OR",1998,0.731
15627,"Republican","OR",1998,0.234
15629,"Republican","OR",1998,0.202
15630,"Republican","OR",1998,0.78
15631,"Republican","OR",1998,0.486
15633,"Democrat","OR",1998,-0.612
15644,"Democrat","OR",1998,-1.09
15647,"Republican","PA",1998,0.398
15649,"Republican","PA",1998,0.424
15652,"Republican","PA",1998,0.411
15654,"Republican","PA",1998,0.71
15657,"Republican","PA",1998,0.565
15662,"Republican","PA",1998,0.341
15663,"Republican","PA",1998,0.72
15664,"Republican","PA",1998,0.46
15666,"Democrat","PA",1998,-0.403
15668,"Democrat","PA",1998,-0.769
15670,"Democrat","PA",1998,-0.652
15671,"Democrat","PA",1998,-0.593
15673,"Republican","PA",1998,0.886
15677,"Republican","PA",1998,1.161
15681,"Democrat","PA",1998,-0.561
15685,"Democrat","PA",1998,-0.355
15687,"Republican","PA",1998,0.237
15696,"Republican","PA",1998,0.848
15699,"Republican","PA",1998,0.341
15702,"Republican","PA",1998,0.339
15704,"Democrat","PA",1998,-0.51
15705,"Democrat","PA",1998,-0.524
15706,"Democrat","PA",1998,-0.555
15707,"Democrat","PA",1998,-0.679
15709,"Democrat","PA",1998,-1.036
15710,"Republican","PA",1998,-0.001
15712,"Democrat","PA",1998,-0.517
15714,"Democrat","PA",1998,-0.503
15715,"Republican","PA",1998,0.675
15717,"Republican","PA",1998,0.344
15718,"Republican","PA",1998,0.504
15720,"Republican","PA",1998,0.626
15721,"Republican","PA",1998,0.229
15722,"Democrat","PA",1998,-0.932
15723,"Democrat","PA",1998,-0.624
15724,"Democrat","PA",1998,-0.559
15730,"Republican","PA",1998,0.359
15732,"Democrat","PA",1998,-0.746
15733,"Democrat","PA",1998,-0.449
15737,"Democrat","PA",1998,-0.701
15739,"Democrat","PA",1998,-0.502
15744,"Democrat","PA",1998,-0.942
15747,"Democrat","PA",1998,-0.557
15749,"Republican","PA",1998,0.397
15758,"Democrat","PA",1998,-0.497
15759,"Republican","PA",1998,0.595
15761,"Republican","PA",1998,0.474
15763,"Democrat","PA",1998,-0.686
15764,"Democrat","PA",1998,-0.728
15765,"Republican","PA",1998,0.245
15769,"Democrat","PA",1998,-0.602
15771,"Republican","PA",1998,0.458
15775,"Democrat","PA",1998,-0.623
15777,"Republican","PA",1998,1.368
15784,"Democrat","PA",1998,-0.786
15788,"Republican","PA",1998,0.494
15790,"Republican","PA",1998,1.041
15796,"Republican","PA",1998,0.464
15798,"Republican","PA",1998,0.353
15801,"Republican","PA",1998,0.892
15803,"Republican","PA",1998,0.438
15807,"Republican","PA",1998,1.068
15816,"Republican","PA",1998,0.255
15817,"Republican","PA",1998,0.52
15818,"Democrat","PA",1998,-0.579
15823,"Democrat","PA",1998,-0.375
15827,"Republican","PA",1998,0.527
15828,"Republican","PA",1998,0.367
15831,"Democrat","PA",1998,-0.187
15838,"Democrat","PA",1998,-0.488
15839,"Republican","PA",1998,0.319
15840,"Democrat","PA",1998,0.368
15845,"Democrat","PA",1998,-0.383
15846,"Democrat","PA",1998,-0.445
15847,"Democrat","PA",1998,-0.414
15848,"Republican","PA",1998,0.529
15854,"Republican","PA",1998,0.307
15859,"Republican","PA",1998,0.418
15860,"Republican","PA",1998,0.403
